age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
48,admin.,single,secondary,no,303,yes,yes,cellular,2,142,1,189,4,failure,no
32,admin.,single,secondary,no,626,yes,no,cellular,7,324,2,351,1,failure,no
39,management,single,tertiary,no,202,yes,no,cellular,12,59,1,301,1,other,no
56,management,divorced,tertiary,no,408,yes,no,unknown,27,274,1,-1,0,unknown,no
39,technician,single,secondary,no,4646,yes,no,cellular,18,486,1,-1,0,unknown,yes
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,241,1,92,1,success,yes
32,unemployed,single,secondary,no,2706,no,no,cellular,21,462,3,-1,0,unknown,no
65,retired,divorced,unknown,no,300,no,no,cellular,2,245,2,-1,0,unknown,no
47,unemployed,married,secondary,no,312,no,no,cellular,29,884,1,-1,0,unknown,yes
57,housemaid,single,secondary,no,254,no,no,cellular,8,676,1,-1,0,unknown,no
29,blue-collar,married,primary,no,7,yes,no,cellular,12,69,3,-1,0,unknown,no
60,technician,married,secondary,no,316,no,no,cellular,4,545,2,263,4,failure,yes
35,blue-collar,married,primary,no,298,yes,no,cellular,13,135,2,370,2,failure,no
35,management,married,tertiary,no,38,no,no,cellular,26,194,8,-1,0,unknown,no
47,blue-collar,married,primary,no,0,yes,no,unknown,15,30,1,-1,0,unknown,no
40,management,single,tertiary,no,1820,yes,yes,unknown,3,173,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,115,no,no,cellular,11,209,4,-1,0,unknown,no
39,technician,married,secondary,no,328,no,no,unknown,6,188,7,-1,0,unknown,no
53,blue-collar,married,secondary,no,208,no,no,unknown,20,333,15,-1,0,unknown,no
41,technician,married,tertiary,no,680,no,no,cellular,6,117,2,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,19,230,1,-1,0,unknown,no
38,technician,single,secondary,no,0,no,no,cellular,22,305,2,-1,0,unknown,no
49,technician,divorced,secondary,no,-403,no,yes,cellular,21,482,2,-1,0,unknown,no
58,retired,divorced,tertiary,no,499,yes,yes,cellular,29,181,1,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,880,3,267,1,other,yes
52,management,married,tertiary,no,1646,no,yes,cellular,9,92,3,-1,0,unknown,no
47,admin.,married,unknown,no,989,no,no,unknown,19,116,1,-1,0,unknown,no
39,services,divorced,secondary,no,-421,yes,yes,cellular,18,374,17,-1,0,unknown,no
68,retired,divorced,primary,no,250,no,no,cellular,3,360,1,-1,0,unknown,yes
43,management,married,tertiary,no,13450,yes,no,cellular,4,128,1,-1,0,unknown,no
47,entrepreneur,married,secondary,no,583,yes,no,cellular,2,495,1,258,2,failure,no
53,blue-collar,married,primary,no,0,no,no,cellular,21,195,1,-1,0,unknown,no
39,admin.,divorced,secondary,no,-141,yes,no,unknown,13,148,1,-1,0,unknown,no
37,technician,married,tertiary,no,1733,yes,no,cellular,12,524,3,326,1,other,no
49,management,married,secondary,no,3286,yes,no,cellular,23,73,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,1981,yes,no,cellular,22,437,2,-1,0,unknown,no
29,technician,married,secondary,no,344,yes,yes,unknown,28,279,2,-1,0,unknown,no
46,technician,married,secondary,no,329,yes,no,cellular,20,78,1,-1,0,unknown,no
40,housemaid,single,primary,no,109,yes,no,cellular,8,308,1,367,3,failure,no
56,technician,divorced,secondary,no,397,yes,no,unknown,8,185,7,-1,0,unknown,no
36,technician,married,tertiary,no,3043,yes,no,cellular,9,254,1,-1,0,unknown,no
32,services,married,secondary,no,689,yes,yes,cellular,16,162,3,-1,0,unknown,yes
61,retired,married,tertiary,no,5267,no,no,cellular,18,212,7,188,3,success,no
50,admin.,divorced,tertiary,no,66,yes,no,cellular,17,77,2,-1,0,unknown,no
30,technician,married,secondary,no,2107,no,no,cellular,4,23,5,-1,0,unknown,no
33,blue-collar,married,secondary,no,-208,yes,yes,cellular,4,306,3,360,1,failure,no
57,management,married,tertiary,no,2770,no,yes,telephone,21,158,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,45,no,no,unknown,20,13,12,-1,0,unknown,no
57,management,married,tertiary,no,10583,no,no,cellular,25,272,1,178,6,success,yes
23,management,single,tertiary,no,2605,yes,no,unknown,7,278,6,-1,0,unknown,no
60,technician,single,primary,no,11262,no,no,cellular,26,323,1,-1,0,unknown,yes
33,admin.,single,secondary,no,1779,yes,no,unknown,21,175,2,-1,0,unknown,no
59,housemaid,married,secondary,no,1040,no,no,cellular,5,123,2,-1,0,unknown,no
47,management,married,tertiary,no,600,no,no,cellular,19,290,15,-1,0,unknown,yes
23,student,single,secondary,no,107,no,no,cellular,14,84,1,183,1,success,yes
33,blue-collar,married,secondary,no,0,yes,no,unknown,21,521,3,-1,0,unknown,yes
37,admin.,single,tertiary,no,869,no,no,cellular,30,60,8,-1,0,unknown,no
39,management,single,tertiary,no,257,no,no,cellular,7,58,1,-1,0,unknown,no
25,technician,single,tertiary,no,437,no,yes,cellular,7,121,1,-1,0,unknown,no
54,housemaid,married,secondary,no,991,no,no,telephone,31,11,6,-1,0,unknown,no
26,student,single,tertiary,no,255,no,no,cellular,26,264,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,153,yes,no,cellular,8,263,1,171,2,failure,no
25,technician,single,secondary,no,139,no,yes,cellular,12,138,1,-1,0,unknown,yes
40,blue-collar,married,primary,no,143,no,yes,cellular,8,167,2,-1,0,unknown,no
57,retired,married,secondary,no,1749,no,no,cellular,17,288,2,-1,0,unknown,no
44,management,married,tertiary,no,167,no,no,cellular,27,96,2,-1,0,unknown,no
48,management,married,primary,no,0,yes,no,unknown,5,107,1,-1,0,unknown,no
35,management,married,tertiary,no,194,no,no,cellular,2,56,2,-1,0,unknown,no
42,technician,married,tertiary,no,1493,yes,yes,cellular,13,78,1,-1,0,unknown,no
42,admin.,married,secondary,no,534,yes,no,unknown,16,139,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,171,yes,no,unknown,9,286,5,-1,0,unknown,no
31,services,single,unknown,yes,-10,no,no,cellular,28,134,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,56,yes,no,cellular,29,290,4,-1,0,unknown,no
59,self-employed,married,secondary,no,0,no,no,cellular,18,203,4,-1,0,unknown,no
49,admin.,married,primary,no,686,yes,yes,cellular,1,286,2,225,4,other,no
34,admin.,single,secondary,no,-32,no,yes,cellular,11,89,3,103,2,success,no
36,blue-collar,married,secondary,yes,-347,yes,yes,unknown,28,109,3,-1,0,unknown,no
76,retired,married,primary,no,2632,no,no,cellular,28,368,2,-1,0,unknown,no
53,retired,married,primary,no,3126,yes,no,cellular,22,237,1,-1,0,unknown,no
28,management,single,unknown,yes,101,yes,no,unknown,9,224,3,-1,0,unknown,no
33,technician,married,secondary,no,1234,no,no,telephone,9,61,1,-1,0,unknown,no
30,technician,single,tertiary,no,1271,yes,no,cellular,26,303,5,-1,0,unknown,no
36,technician,single,tertiary,no,97,no,no,cellular,28,69,17,-1,0,unknown,no
30,self-employed,married,tertiary,yes,-1083,yes,no,cellular,6,401,1,336,2,failure,no
45,self-employed,married,secondary,no,629,no,no,cellular,4,165,2,-1,0,unknown,no
53,retired,single,primary,no,0,no,no,unknown,9,114,1,-1,0,unknown,no
26,services,single,secondary,no,397,no,no,cellular,29,268,1,-1,0,unknown,no
26,blue-collar,single,primary,no,318,yes,no,unknown,8,101,1,-1,0,unknown,no
59,retired,married,secondary,no,3812,yes,no,telephone,11,498,2,-1,0,unknown,no
25,blue-collar,single,primary,no,147,yes,no,cellular,20,59,2,322,2,failure,no
24,blue-collar,single,primary,no,2129,yes,yes,telephone,18,51,1,-1,0,unknown,no
30,unemployed,married,secondary,no,1566,no,no,cellular,19,73,1,-1,0,unknown,no
49,technician,married,secondary,no,0,yes,yes,cellular,21,95,1,-1,0,unknown,no
46,management,divorced,tertiary,no,665,yes,no,cellular,2,158,2,207,1,other,no
29,management,single,tertiary,no,7578,no,no,cellular,22,46,3,-1,0,unknown,no
32,self-employed,divorced,tertiary,no,745,yes,yes,cellular,31,11,20,-1,0,unknown,no
52,technician,single,secondary,no,1262,no,yes,cellular,17,216,1,-1,0,unknown,no
60,technician,married,secondary,no,955,no,no,cellular,18,37,3,-1,0,unknown,no
33,technician,single,tertiary,no,8874,no,yes,unknown,21,152,3,-1,0,unknown,no
59,retired,married,unknown,no,178,yes,no,telephone,11,330,2,-1,0,unknown,no
24,services,married,secondary,yes,110,yes,no,unknown,23,27,1,-1,0,unknown,no
34,technician,married,secondary,yes,91,no,no,cellular,29,67,4,-1,0,unknown,no
24,services,single,secondary,yes,-122,yes,no,unknown,13,1000,1,-1,0,unknown,yes
32,technician,married,secondary,no,-213,yes,no,cellular,28,310,7,-1,0,unknown,no
28,technician,single,secondary,no,335,yes,no,cellular,20,122,3,-1,0,unknown,no
37,technician,married,secondary,no,4030,yes,no,unknown,26,178,5,-1,0,unknown,no
59,retired,divorced,secondary,no,514,no,no,cellular,3,261,1,-1,0,unknown,yes
37,blue-collar,single,secondary,no,1127,yes,no,cellular,17,72,2,281,1,failure,no
44,blue-collar,married,secondary,no,1,yes,no,unknown,7,281,2,-1,0,unknown,no
39,management,married,tertiary,no,3590,no,no,cellular,8,198,2,-1,0,unknown,no
57,management,married,secondary,no,1502,no,no,telephone,17,340,2,109,11,failure,no
45,management,married,secondary,no,446,no,no,cellular,6,304,3,-1,0,unknown,yes
39,self-employed,married,secondary,no,454,yes,no,cellular,25,171,8,-1,0,unknown,no
30,technician,single,secondary,no,3096,yes,no,cellular,11,272,4,-1,0,unknown,no
32,management,married,tertiary,no,0,yes,no,unknown,5,179,1,-1,0,unknown,no
19,student,single,primary,no,0,no,no,cellular,4,72,4,-1,0,unknown,no
32,blue-collar,married,primary,no,77,yes,no,cellular,17,464,2,-1,0,unknown,no
53,admin.,married,secondary,no,2851,no,yes,telephone,1,89,1,119,1,failure,no
33,services,married,primary,no,908,yes,yes,cellular,14,184,2,-1,0,unknown,no
37,housemaid,single,tertiary,no,561,no,no,cellular,18,188,1,165,2,failure,no
42,services,divorced,unknown,no,-291,yes,no,cellular,14,129,2,-1,0,unknown,no
49,blue-collar,married,primary,no,98,no,yes,unknown,19,534,1,-1,0,unknown,no
38,services,married,secondary,no,304,no,yes,unknown,3,131,1,-1,0,unknown,no
25,technician,single,tertiary,yes,160,no,yes,unknown,13,151,1,-1,0,unknown,no
31,services,single,secondary,no,1510,yes,no,cellular,13,72,4,176,1,failure,no
45,blue-collar,married,primary,no,660,yes,no,cellular,14,329,2,-1,0,unknown,no
34,technician,married,tertiary,no,31,no,no,unknown,24,108,1,-1,0,unknown,no
35,unknown,divorced,primary,no,3888,no,no,cellular,20,207,5,178,5,failure,no
55,management,divorced,tertiary,no,481,yes,no,telephone,8,147,2,298,3,failure,no
49,technician,divorced,secondary,no,7,yes,yes,cellular,17,50,1,-1,0,unknown,no
46,admin.,married,secondary,no,-236,yes,no,telephone,14,217,2,-1,0,unknown,no
36,admin.,married,secondary,no,304,yes,no,cellular,2,249,3,-1,0,unknown,no
37,unemployed,married,secondary,no,1038,no,no,unknown,20,307,3,-1,0,unknown,no
33,blue-collar,married,primary,no,496,no,no,cellular,12,151,1,-1,0,unknown,no
32,student,single,tertiary,no,0,no,no,cellular,6,101,5,3,6,other,no
45,admin.,married,secondary,no,1097,yes,yes,cellular,9,180,1,-1,0,unknown,no
42,management,married,tertiary,no,1767,yes,no,unknown,30,283,1,-1,0,unknown,no
45,technician,single,secondary,no,1171,yes,no,cellular,17,34,1,-1,0,unknown,no
33,blue-collar,single,unknown,no,129,yes,yes,cellular,30,482,1,161,1,failure,yes
61,retired,married,secondary,no,1058,no,no,cellular,27,218,2,91,3,success,yes
56,admin.,divorced,secondary,no,1693,no,no,cellular,26,238,4,442,4,failure,yes
31,self-employed,married,tertiary,no,2666,no,no,telephone,8,411,2,148,9,other,yes
51,retired,married,secondary,no,-14,no,yes,cellular,21,564,5,-1,0,unknown,no
38,management,married,tertiary,no,14190,yes,no,cellular,31,48,3,-1,0,unknown,no
40,blue-collar,married,primary,no,3462,yes,no,cellular,9,171,3,277,4,other,no
32,technician,married,secondary,no,396,yes,no,cellular,14,41,2,-1,0,unknown,no
37,technician,married,secondary,no,183,yes,no,unknown,12,194,2,-1,0,unknown,no
52,management,divorced,tertiary,no,427,no,yes,telephone,20,36,3,-1,0,unknown,no
27,blue-collar,single,secondary,no,370,yes,no,unknown,17,128,21,-1,0,unknown,no
44,entrepreneur,divorced,secondary,no,-600,yes,yes,cellular,29,367,3,-1,0,unknown,no
39,technician,married,secondary,no,4441,yes,no,unknown,21,86,2,-1,0,unknown,no
44,services,married,secondary,no,-75,yes,no,unknown,26,104,1,-1,0,unknown,no
72,retired,single,tertiary,no,614,no,no,cellular,14,553,1,-1,0,unknown,no
32,management,married,tertiary,no,124,no,no,unknown,27,193,1,-1,0,unknown,no
35,management,single,tertiary,no,620,yes,no,cellular,17,57,2,-1,0,unknown,no
24,blue-collar,married,secondary,no,1073,yes,no,unknown,3,569,2,-1,0,unknown,no
47,blue-collar,married,primary,no,-301,yes,no,cellular,5,277,1,-1,0,unknown,no
57,unemployed,married,secondary,no,1681,no,no,cellular,18,226,1,-1,0,unknown,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,52,2,227,1,failure,no
33,blue-collar,single,secondary,no,687,yes,no,unknown,9,174,1,-1,0,unknown,no
39,technician,single,tertiary,no,1674,no,no,cellular,15,12,10,178,1,failure,no
28,blue-collar,married,secondary,no,1072,yes,no,cellular,18,630,2,356,4,other,no
48,technician,single,tertiary,no,0,no,no,unknown,16,73,4,-1,0,unknown,no
55,self-employed,married,secondary,no,2387,yes,no,cellular,25,155,4,-1,0,unknown,no
57,blue-collar,married,primary,no,52,yes,no,unknown,5,38,1,-1,0,unknown,no
40,technician,married,tertiary,no,99,no,no,cellular,13,220,2,364,2,failure,no
30,technician,single,secondary,no,790,no,no,cellular,20,696,3,-1,0,unknown,no
31,services,married,secondary,no,428,yes,no,unknown,21,272,1,-1,0,unknown,no
48,blue-collar,married,primary,no,3837,no,yes,cellular,21,120,1,-1,0,unknown,no
29,technician,married,secondary,no,-28,no,no,cellular,7,531,1,-1,0,unknown,no
35,management,divorced,tertiary,no,6997,yes,no,cellular,9,1121,1,-1,0,unknown,yes
55,self-employed,married,secondary,no,2408,no,no,telephone,20,172,1,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,14,460,3,-1,0,unknown,no
45,technician,single,secondary,no,52,no,yes,unknown,2,79,3,-1,0,unknown,no
31,management,single,tertiary,no,47,no,no,cellular,22,361,4,-1,0,unknown,no
55,management,married,primary,no,19,yes,no,unknown,16,56,3,-1,0,unknown,no
60,management,married,unknown,no,1046,yes,no,unknown,24,32,3,-1,0,unknown,no
31,admin.,married,secondary,no,8784,yes,no,unknown,21,63,2,-1,0,unknown,no
39,admin.,divorced,secondary,no,1,no,yes,cellular,7,281,1,-1,0,unknown,no
50,management,married,tertiary,no,85,no,yes,cellular,1,141,1,-1,0,unknown,no
43,admin.,single,secondary,no,733,yes,no,cellular,21,126,1,88,4,success,yes
48,admin.,married,secondary,no,359,yes,no,unknown,7,374,1,-1,0,unknown,no
25,student,single,tertiary,no,938,yes,no,cellular,14,36,1,352,1,other,no
36,management,single,tertiary,no,1496,yes,no,cellular,18,40,1,269,4,failure,no
45,admin.,married,primary,no,542,no,no,cellular,11,8,5,350,3,other,no
37,management,divorced,tertiary,no,641,yes,no,cellular,7,334,1,-1,0,unknown,no
50,technician,married,secondary,no,-584,no,no,cellular,20,75,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,343,yes,no,unknown,26,265,4,-1,0,unknown,no
28,admin.,single,secondary,no,7,yes,no,cellular,15,87,1,-1,0,unknown,no
38,blue-collar,married,primary,no,8637,yes,no,unknown,11,119,1,-1,0,unknown,no
56,blue-collar,married,primary,no,0,yes,no,cellular,17,82,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,-46,yes,no,cellular,3,97,3,199,8,other,no
52,blue-collar,married,primary,no,1331,yes,no,cellular,29,213,2,-1,0,unknown,no
34,management,single,tertiary,no,1640,yes,no,unknown,26,160,3,-1,0,unknown,no
60,services,married,secondary,no,4428,no,no,cellular,9,125,1,96,6,failure,no
36,services,married,tertiary,no,0,yes,no,cellular,8,52,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,0,yes,no,cellular,25,184,2,-1,0,unknown,no
32,admin.,married,secondary,no,193,yes,no,unknown,16,294,4,-1,0,unknown,no
41,housemaid,married,primary,no,322,no,no,cellular,7,105,1,324,2,failure,no
55,management,divorced,tertiary,no,5399,no,yes,cellular,30,124,1,28,3,failure,no
33,self-employed,married,tertiary,no,1099,no,no,cellular,5,111,5,-1,0,unknown,no
75,retired,married,secondary,no,324,no,no,telephone,12,124,2,91,4,other,no
41,management,single,tertiary,no,537,yes,no,cellular,29,278,2,-1,0,unknown,no
44,self-employed,single,secondary,no,0,no,no,cellular,30,187,3,-1,0,unknown,no
31,management,married,tertiary,no,3,no,no,cellular,28,12,17,-1,0,unknown,no
36,blue-collar,married,secondary,no,537,no,yes,cellular,7,206,6,-1,0,unknown,no
44,self-employed,married,tertiary,no,3295,no,no,unknown,9,138,4,-1,0,unknown,no
32,technician,single,tertiary,no,705,yes,no,cellular,20,20,4,-1,0,unknown,no
52,admin.,married,secondary,no,722,no,no,cellular,24,60,3,-1,0,unknown,no
44,technician,married,primary,no,755,no,yes,cellular,31,829,4,-1,0,unknown,yes
65,retired,married,primary,no,1343,no,no,telephone,2,468,2,-1,0,unknown,no
59,management,divorced,tertiary,no,51,no,no,cellular,28,129,2,-1,0,unknown,no
41,self-employed,married,secondary,no,149,yes,no,unknown,15,27,1,-1,0,unknown,no
33,management,married,tertiary,no,148,no,no,unknown,20,717,1,-1,0,unknown,no
39,self-employed,married,tertiary,no,1492,yes,no,cellular,30,227,1,189,1,failure,no
42,blue-collar,married,unknown,no,1123,yes,no,unknown,29,105,3,-1,0,unknown,no
40,self-employed,divorced,secondary,no,172,no,no,cellular,29,421,1,-1,0,unknown,no
29,entrepreneur,divorced,tertiary,no,444,no,no,cellular,24,54,2,-1,0,unknown,no
42,blue-collar,married,primary,no,869,yes,yes,cellular,11,718,2,-1,0,unknown,no
30,technician,single,secondary,no,925,no,no,cellular,20,240,1,-1,0,unknown,no
90,retired,divorced,primary,no,712,no,no,telephone,3,557,1,-1,0,unknown,yes
44,admin.,married,secondary,no,0,no,no,unknown,26,85,3,-1,0,unknown,no
56,admin.,married,secondary,no,1694,no,no,cellular,21,793,10,-1,0,unknown,yes
55,housemaid,married,primary,no,1870,no,no,unknown,6,152,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,8950,yes,no,cellular,18,11,4,355,1,other,no
57,entrepreneur,married,secondary,no,666,no,no,cellular,4,138,1,-1,0,unknown,no
41,blue-collar,married,primary,no,293,yes,yes,cellular,7,102,1,-1,0,unknown,no
35,services,married,secondary,no,372,yes,no,cellular,17,202,2,280,1,failure,no
57,technician,married,tertiary,no,0,yes,yes,cellular,17,142,1,-1,0,unknown,no
47,admin.,married,secondary,no,707,yes,no,cellular,29,152,3,-1,0,unknown,no
27,management,single,tertiary,yes,-713,yes,no,unknown,4,525,2,-1,0,unknown,yes
28,technician,single,secondary,no,34,yes,no,unknown,12,136,4,-1,0,unknown,no
31,admin.,single,tertiary,no,4129,no,no,cellular,2,105,1,182,1,failure,no
32,admin.,single,secondary,no,641,yes,no,cellular,12,148,1,-1,0,unknown,no
37,management,married,tertiary,no,236,no,no,cellular,28,95,2,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,21,243,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,-337,no,yes,cellular,23,284,1,-1,0,unknown,no
22,admin.,single,secondary,no,33,no,no,cellular,12,369,1,-1,0,unknown,yes
40,management,married,tertiary,no,1468,no,no,cellular,8,63,2,-1,0,unknown,no
33,blue-collar,married,primary,no,-191,yes,yes,cellular,9,1290,4,-1,0,unknown,yes
41,blue-collar,married,secondary,no,-217,yes,no,cellular,11,313,1,349,3,other,no
32,self-employed,married,tertiary,no,210,yes,no,cellular,19,268,1,-1,0,unknown,no
33,unknown,married,tertiary,no,8971,no,no,cellular,22,138,1,-1,0,unknown,no
30,management,single,tertiary,no,74,no,no,cellular,12,96,5,-1,0,unknown,no
49,admin.,married,secondary,no,197,yes,no,cellular,13,404,1,68,1,other,no
37,self-employed,married,secondary,yes,0,yes,no,cellular,17,158,1,-1,0,unknown,no
58,retired,divorced,secondary,no,312,no,no,cellular,7,398,2,-1,0,unknown,no
